id,campeonato,status,data,placar_casa,placar_fora,time_casa,jogos_casa,gols_marcados_casa,gols_sofridos_casa,media_marcados_casa,media_sofridos_casa,time_fora,jogos_fora,gols_marcados_fora,gols_sofridos_fora,media_marcados_fora,media_sofridos_fora,ofensividade_casa,defensividade_casa,ofensividade_fora,defensividade_fora,probabilidade_gol,melhor_chance
g_1_hfX0sYjJ,Capixabão Superbet,27.01. 21:00,2026-01-27 21:00:00,1.0,1.0,Desportiva Ferroviária,0,0,0,0.0,0.0,Rio Branco-ES,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_l2zpoGif,Capixabão Superbet,26.01. 19:00,2026-01-26 19:00:00,1.0,0.0,Vilavelhense,0,0,0,0.0,0.0,Real Noroeste,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_GlxxmxNs,Capixabão Superbet,25.01. 18:00,2026-01-25 18:00:00,3.0,0.0,Serra,0,0,0,0.0,0.0,Capixaba,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_AaDIsso2,Capixabão Superbet,25.01. 15:00,2026-01-25 15:00:00,0.0,0.0,Rio Branco-VN,0,0,0,0.0,0.0,Forte,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_x6545pw9,Capixabão Superbet,24.01. 19:00,2026-01-24 19:00:00,0.0,2.0,Vitória,0,0,0,0.0,0.0,Desportiva Ferroviária,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_lpP9q3Gk,Capixabão Superbet,24.01. 16:00,2026-01-24 16:00:00,1.0,0.0,Rio Branco-ES,0,0,0,0.0,0.0,Porto Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_QoKUh7g3,Capixabão Superbet,22.01. 21:30,2026-01-22 21:30:00,1.0,1.0,Capixaba,0,0,0,0.0,0.0,Rio Branco-VN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_I1YwkPhS,Capixabão Superbet,22.01. 19:00,2026-01-22 19:00:00,1.0,1.0,Real Noroeste,0,0,0,0.0,0.0,Serra,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_AwxrV31d,Capixabão Superbet,21.01. 21:00,2026-01-21 21:00:00,0.0,1.0,Rio Branco-ES,0,0,0,0.0,0.0,Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2DYZWPWq,Capixabão Superbet,21.01. 18:30,2026-01-21 18:30:00,0.0,0.0,Porto Vitória,0,0,0,0.0,0.0,Forte,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_baIxioOF,Capixabão Superbet,20.01. 20:00,2026-01-20 20:00:00,1.0,2.0,Desportiva Ferroviária,0,0,0,0.0,0.0,Vilavelhense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OMD0IQHj,Capixabão Superbet,18.01. 18:00,2026-01-18 18:00:00,0.0,2.0,Forte,0,0,0,0.0,0.0,Capixaba,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Crfev8vA,Capixabão Superbet,18.01. 15:00,2026-01-18 15:00:00,2.0,2.0,Rio Branco-VN,0,0,0,0.0,0.0,Real Noroeste,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_GG0ntU9c,Capixabão Superbet,17.01. 19:00,2026-01-17 19:00:00,1.0,4.0,Vilavelhense2,0,0,0,0.0,0.0,Rio Branco-ES,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_4xXTNnfT,Capixabão Superbet,17.01. 16:00,2026-01-17 16:00:00,1.0,1.0,Vitória,0,0,0,0.0,0.0,Porto Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Iuc3xn9M,Capixabão Superbet,16.01. 19:00,2026-01-16 19:00:00,3.0,0.0,Serra,0,0,0,0.0,0.0,Desportiva Ferroviária2,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2VR5TjQi,Capixabão Superbet,15.01. 19:00,2026-01-15 19:00:00,0.0,2.0,Real Noroeste,0,0,0,0.0,0.0,Forte,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_jibmB9AN,Capixabão Superbet,14.01. 21:30,2026-01-14 21:30:00,2.0,0.0,Porto Vitória,0,0,0,0.0,0.0,Capixaba,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_nNqJ5mYp,Capixabão Superbet,14.01. 19:00,2026-01-14 19:00:00,1.0,0.0,Vitória,0,0,0,0.0,0.0,Vilavelhense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_WAJMP8PG,Capixabão Superbet,13.01. 21:30,2026-01-13 21:30:00,3.0,1.0,Desportiva Ferroviária,0,0,0,0.0,0.0,Rio Branco-VN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_AeVDRUf4,Capixabão Superbet,13.01. 19:00,2026-01-13 19:00:00,0.0,0.0,Rio Branco-ES,0,0,0,0.0,0.0,Serra,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_KGl60XsC,Capixabão Superbet,20:00,,,,Vilavelhense,0,0,0,0.0,0.0,Desportiva Ferroviária,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_nudN2uGE,Carioca Superbet,26.02. 17:00,2026-02-26 17:00:00,1.0,1.0,Nova Iguaçu,4,3,4,0.75,1.0,Portuguesa-RJ,4,6,5,1.5,1.25,Muito baixa ofensividade,Muito alta defensividade,Baixa ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_fo9yuxO7,Carioca Superbet,26.02. 17:00,2026-02-26 17:00:00,2.0,1.0,Sampaio Corrêa-RJ,4,10,4,2.5,1.0,Maricá,4,2,8,0.5,2.0,Alta ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Baixa,Casa
g_1_nL5Ttbge,Carioca Superbet,23.02. 20:00,2026-02-23 20:00:00,1.0,1.0,Sampaio Corrêa-RJ,4,10,4,2.5,1.0,Nova Iguaçu,4,3,4,0.75,1.0,Alta ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_047LrKOr,Carioca Superbet,23.02. 17:00,2026-02-23 17:00:00,0.0,2.0,Maricá,4,2,8,0.5,2.0,Portuguesa-RJ,4,6,5,1.5,1.25,Muito baixa ofensividade,Média defensividade,Baixa ofensividade,Alta defensividade,Muito Baixa,Equilibrado
g_1_IkF6OKee,Carioca Superbet,22.02. 20:30,2026-02-22 20:30:00,3.0,0.0,Flamengo,0,0,0,0.0,0.0,Madureira,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_EgQSV23L,Carioca Superbet,22.02. 18:00,2026-02-22 18:00:00,0.0,1.0,Vasco,0,0,0,0.0,0.0,Fluminense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_IRULf3GN,Carioca Superbet,21.02. 21:00,2026-02-21 21:00:00,0.0,2.0,Boavista,0,0,0,0.0,0.0,Botafogo,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_65IxDpWi,Carioca Superbet,20.02. 20:00,2026-02-20 20:00:00,1.0,0.0,Bangu,0,0,0,0.0,0.0,Volta Redonda,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_4YLklt1L,Carioca Superbet,20.02. 20:00,2026-02-20 20:00:00,3.0,2.0,Sampaio Corrêa-RJ,4,10,4,2.5,1.0,Portuguesa-RJ,4,6,5,1.5,1.25,Alta ofensividade,Muito alta defensividade,Baixa ofensividade,Alta defensividade,Média,Casa
g_1_StQggao2,Carioca Superbet,16.02. 18:00,2026-02-16 18:00:00,3.0,1.0,FluminenseAvança na competição,0,0,0,0.0,0.0,Bangu,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_d8Isj2W8,Carioca Superbet,16.02. 17:00,2026-02-16 17:00:00,0.0,1.0,Nova Iguaçu,4,3,4,0.75,1.0,Maricá,4,2,8,0.5,2.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_69fQQI5s,Carioca Superbet,15.02. 17:30,2026-02-15 17:30:00,1.0,2.0,Botafogo,0,0,0,0.0,0.0,FlamengoAvança na competição,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Ma1tNz56,Carioca Superbet,14.02. 21:30Após Pên.,2026-02-14 21:30:00,2.0,1.0,VascoAvança na competição,0,0,0,0.0,0.0,Volta Redonda,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_EZcYOdzf,Carioca Superbet,13.02. 17:00,2026-02-13 17:00:00,2.0,1.0,MadureiraAvança na competição,0,0,0,0.0,0.0,Boavista,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_U1QeSbv2,Carioca Superbet,12.02. 17:00,2026-02-12 17:00:00,0.0,4.0,Maricá,4,2,8,0.5,2.0,Sampaio Corrêa-RJ,4,10,4,2.5,1.0,Muito baixa ofensividade,Média defensividade,Alta ofensividade,Muito alta defensividade,Baixa,Fora
g_1_dlSmUK9k,Carioca Superbet,11.02. 17:00,2026-02-11 17:00:00,1.0,1.0,Portuguesa-RJ,4,6,5,1.5,1.25,Nova Iguaçu,4,3,4,0.75,1.0,Baixa ofensividade,Alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_v5zHHlLc,Carioca Superbet,08.02. 20:30,2026-02-08 20:30:00,1.0,0.0,Fluminense,0,0,0,0.0,0.0,Maricá,4,2,8,0.5,2.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_nVwPFSkA,Carioca Superbet,08.02. 18:00,2026-02-08 18:00:00,2.0,0.0,Vasco,0,0,0,0.0,0.0,Botafogo2,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_MqpE7Yx1,Carioca Superbet,07.02. 21:00,2026-02-07 21:00:00,1.0,1.0,Bangu,0,0,0,0.0,0.0,Boavista,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_x0I38prp,Carioca Superbet,07.02. 21:00,2026-02-07 21:00:00,7.0,1.0,Flamengo,0,0,0,0.0,0.0,Sampaio Corrêa-RJ,4,10,4,2.5,1.0,Muito baixa ofensividade,Muito alta defensividade,Alta ofensividade,Muito alta defensividade,Média,Fora
g_1_YRBC6OCd,Carioca Superbet,07.02. 21:00,2026-02-07 21:00:00,1.0,0.0,Portuguesa-RJ,4,6,5,1.5,1.25,Nova Iguaçu,4,3,4,0.75,1.0,Baixa ofensividade,Alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_tUWXD6KM,Carioca Superbet,07.02. 21:00,2026-02-07 21:00:00,1.0,1.0,Volta Redonda,0,0,0,0.0,0.0,Madureira,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_0fHmGypg,Carioca Superbet,02.02. 20:00,2026-02-02 20:00:00,0.0,0.0,Madureira,0,0,0,0.0,0.0,Vasco,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Y7FeEFE5,Carioca Superbet,02.02. 17:00,2026-02-02 17:00:00,1.0,2.0,Maricá,4,2,8,0.5,2.0,Volta Redonda,0,0,0,0.0,0.0,Muito baixa ofensividade,Média defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_4SNvIcFt,Carioca Superbet,01.02. 20:30,2026-02-01 20:30:00,0.0,1.0,Botafogo,0,0,0,0.0,0.0,Fluminense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_lWo69f8l,Carioca Superbet,30.01. 20:30,2026-01-30 20:30:00,1.0,2.0,Nova Iguaçu,4,3,4,0.75,1.0,Bangu,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_hAVdCgqI,Carioca Superbet,30.01. 19:00,2026-01-30 19:00:00,1.0,1.0,Sampaio Corrêa-RJ,4,10,4,2.5,1.0,Boavista,0,0,0,0.0,0.0,Alta ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_8rcz9KxQ,Carioca Superbet,27.01. 17:00,2026-01-27 17:00:00,0.0,1.0,Maricá,4,2,8,0.5,2.0,Sampaio Corrêa-RJ,4,10,4,2.5,1.0,Muito baixa ofensividade,Média defensividade,Alta ofensividade,Muito alta defensividade,Baixa,Fora
g_1_0txF1xVa,Carioca Superbet,26.01. 20:30,2026-01-26 20:30:00,2.0,2.0,Nova Iguaçu,4,3,4,0.75,1.0,Volta Redonda,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_E3rVcfUO,Carioca Superbet,26.01. 17:00,2026-01-26 17:00:00,0.0,2.0,Madureira,0,0,0,0.0,0.0,Portuguesa-RJ,4,6,5,1.5,1.25,Muito baixa ofensividade,Muito alta defensividade,Baixa ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_4Er63b0m,Carioca Superbet,25.01. 20:30,2026-01-25 20:30:00,0.0,3.0,Boavista,0,0,0,0.0,0.0,Vasco,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_hlfMaGaC,Carioca Superbet,25.01. 18:00,2026-01-25 18:00:00,2.0,1.0,Fluminense,0,0,0,0.0,0.0,Flamengo,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Uo5ZEGpR,Carioca Superbet,24.01. 21:00,2026-01-24 21:00:00,2.0,0.0,Botafogo,0,0,0,0.0,0.0,Bangu,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_IgrhdsgK,Carioca Superbet,22.01. 21:30,2026-01-22 21:30:00,2.0,3.0,Nova Iguaçu,4,3,4,0.75,1.0,Fluminense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_hzFmoHpJ,Carioca Superbet,22.01. 19:00,2026-01-22 19:00:00,3.0,2.0,Boavista,0,0,0,0.0,0.0,Portuguesa-RJ,4,6,5,1.5,1.25,Muito baixa ofensividade,Muito alta defensividade,Baixa ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_6JGumwG6,Carioca Superbet,22.01. 17:00,2026-01-22 17:00:00,2.0,1.0,Madureira,0,0,0,0.0,0.0,Sampaio Corrêa-RJ,4,10,4,2.5,1.0,Muito baixa ofensividade,Muito alta defensividade,Alta ofensividade,Muito alta defensividade,Média,Fora
g_1_xvPOjLGs,Carioca Superbet,21.01. 21:30,2026-01-21 21:30:00,1.0,0.0,Flamengo,0,0,0,0.0,0.0,Vasco,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_p4SWlaof,Carioca Superbet,21.01. 19:00,2026-01-21 19:00:00,1.0,0.0,Botafogo,0,0,0,0.0,0.0,Volta Redonda,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ML1RGxGE,Carioca Superbet,21.01. 17:00,2026-01-21 17:00:00,1.0,2.0,Maricá,4,2,8,0.5,2.0,Bangu,0,0,0,0.0,0.0,Muito baixa ofensividade,Média defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_Qae6Yw1D,Carioca Superbet,18.01. 20:30,2026-01-18 20:30:00,0.0,1.0,Portuguesa-RJ,4,6,5,1.5,1.25,Maricá,4,2,8,0.5,2.0,Baixa ofensividade,Alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Equilibrado
g_1_W02cz0W0,Carioca Superbet,18.01. 20:30,2026-01-18 20:30:00,2.0,1.0,Sampaio Corrêa-RJ,4,10,4,2.5,1.0,Botafogo,0,0,0,0.0,0.0,Alta ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_v3NIsrvR,Carioca Superbet,18.01. 18:00,2026-01-18 18:00:00,0.0,0.0,Vasco,0,0,0,0.0,0.0,Nova Iguaçu,4,3,4,0.75,1.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OzakxM1l,Carioca Superbet,17.01. 21:30,2026-01-17 21:30:00,3.0,0.0,Volta Redonda,0,0,0,0.0,0.0,Flamengo,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_tQOvgZN7,Carioca Superbet,17.01. 18:30,2026-01-17 18:30:00,0.0,1.0,Bangu,0,0,0,0.0,0.0,Madureira,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_WxKAq49E,Carioca Superbet,17.01. 18:30,2026-01-17 18:30:00,1.0,0.0,Boavista,0,0,0,0.0,0.0,Fluminense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_W4trriY9,Carioca Superbet,15.01. 21:30,2026-01-15 21:30:00,4.0,2.0,Vasco,0,0,0,0.0,0.0,Maricá,4,2,8,0.5,2.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_6q0WL0H7,Carioca Superbet,15.01. 19:00,2026-01-15 19:00:00,0.0,2.0,Portuguesa-RJ,4,6,5,1.5,1.25,Botafogo,0,0,0,0.0,0.0,Baixa ofensividade,Alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_YV1ONMne,Carioca Superbet,15.01. 17:00,2026-01-15 17:00:00,1.0,3.0,Sampaio Corrêa-RJ,4,10,4,2.5,1.0,Nova Iguaçu,4,3,4,0.75,1.0,Alta ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_zTLWfege,Carioca Superbet,14.01. 21:30,2026-01-14 21:30:00,2.0,1.0,Bangu,0,0,0,0.0,0.0,Flamengo,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_AkhZqD3c,Carioca Superbet,14.01. 19:00,2026-01-14 19:00:00,2.0,1.0,Fluminense,0,0,0,0.0,0.0,Madureira,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_x48FPrIr,Carioca Superbet,14.01. 17:00,2026-01-14 17:00:00,1.0,0.0,Volta Redonda,0,0,0,0.0,0.0,Boavista,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_b9cUgoTj,Carioca Superbet,11.01. 18:00,2026-01-11 18:00:00,1.0,1.0,Flamengo,0,0,0,0.0,0.0,Portuguesa-RJ,4,6,5,1.5,1.25,Muito baixa ofensividade,Muito alta defensividade,Baixa ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_EVLpBO04,Carioca Superbet,20:00,,,,Volta Redonda,0,0,0,0.0,0.0,Bangu,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2ZHABwkf,Catarinense,26.02. 19:30,2026-02-26 19:30:00,2.0,1.0,Carlos Renaux,5,6,6,1.2,1.2,Marcílio Dias,5,8,5,1.6,1.0,Baixa ofensividade,Alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Equilibrado
g_1_ttpd4hiJ,Catarinense,22.02. 19:30,2026-02-22 19:30:00,4.0,0.0,CriciúmaAvança na competição,0,0,0,0.0,0.0,Concórdia,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OjC1fYCd,Catarinense,22.02. 18:00,2026-02-22 18:00:00,3.0,0.0,ChapecoenseAvança na competição,0,0,0,0.0,0.0,Brusque,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_r5MfGFZF,Catarinense,21.02. 19:00,2026-02-21 19:00:00,3.0,0.0,Barra-SCAvança na competição,0,0,0,0.0,0.0,Camboriú,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_02rt8zhf,Catarinense,21.02. 17:00,2026-02-21 17:00:00,3.0,0.0,AvaíAvança na competição,0,0,0,0.0,0.0,Santa Catarina,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_KCJs84r2,Catarinense,20.02. 20:00,2026-02-20 20:00:00,0.0,1.0,Figueirense,4,1,3,0.25,0.75,Marcílio Dias,5,8,5,1.6,1.0,Muito baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Fora
g_1_zL1UV7z9,Catarinense,19.02. 19:00,2026-02-19 19:00:00,2.0,1.0,Carlos Renaux2,0,0,0,0.0,0.0,Joinville,4,6,7,1.5,1.75,Muito baixa ofensividade,Muito alta defensividade,Baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_jc4mIy53,Catarinense,15.02. 17:00,2026-02-15 17:00:00,1.0,1.0,Camboriú,0,0,0,0.0,0.0,Barra-SC,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_SzVY9dNs,Catarinense,14.02. 18:00,2026-02-14 18:00:00,1.0,2.0,Santa Catarina,0,0,0,0.0,0.0,Avaí,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_jwEgdfrp,Catarinense,14.02. 16:30,2026-02-14 16:30:00,1.0,0.0,Brusque,0,0,0,0.0,0.0,Chapecoense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_YeLZ9QDk,Catarinense,13.02. 21:00,2026-02-13 21:00:00,3.0,0.0,Joinville,4,6,7,1.5,1.75,Carlos Renaux,5,6,6,1.2,1.2,Baixa ofensividade,Média defensividade,Baixa ofensividade,Alta defensividade,Muito Baixa,Casa
g_1_lOq3FnjS,Catarinense,13.02. 19:30,2026-02-13 19:30:00,1.0,0.0,Marcílio Dias,5,8,5,1.6,1.0,Figueirense,4,1,3,0.25,0.75,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Baixa,Casa
g_1_8Sol6EM6,Catarinense,12.02. 19:30,2026-02-12 19:30:00,2.0,2.0,Concórdia,0,0,0,0.0,0.0,Criciúma,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_pWnnJUj3,Catarinense,09.02. 20:00,2026-02-09 20:00:00,1.0,1.0,Marcílio Dias,5,8,5,1.6,1.0,Carlos Renaux,5,6,6,1.2,1.2,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Alta defensividade,Baixa,Equilibrado
g_1_xjJflAiT,Catarinense,08.02. 19:00,2026-02-08 19:00:00,0.0,0.0,ChapecoenseAvança na competição,0,0,0,0.0,0.0,Criciúma,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_YcMwhhh4,Catarinense,08.02. 18:00Após Pên.,2026-02-08 18:00:00,0.0,2.0,Avaí,0,0,0,0.0,0.0,CamboriúAvança na competição,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
